Ram Marimuther,,,,,,RamMarimuther.jpg,,,"Ram Marimuther is a Managing Director at Carret Private Capital (Singapore) Private Limited (CIAP) and is also its Chief Operating Officer. In an advisory capacity, he assists CIAP in bringing holistic pet nutrition for canines with health problems to Asia. The range of products target dogs with ailments such as kidney, liver and heart problems as well as senior dogs. Prior to that, he was the Chief Operating Officer at Assetfort Capital and headed the Corporate and Institutional Client segment at the fund management company. There, he managed investment portfolios of accredited investors in South East Asia. Ram started his career in Barclays Capital on the Equity Derivatives desk, after which he moved into the world of corporate banking. He has worked in Credit Suisse, JPMorgan Chase, Citibank and the Bank of Toyo Mitsubishi. Ram holds a Bachelor’s Degree in Mechanical and Production Engineering from Nanyang Technological University, and a Master’s Degree in Finance at the University of Colorado in Denver.",,,Managing Director,Carret Private Capital,University of Colorado ,Finance
Randeep Melhi,,,,,,RandeepMelhi.jpg,,,"Randeep Melhi is the Chief Operating Officer at Blockshine SG. In his role, he assists large, complex organizations reconcile with blockchain technology. He also led firm operations to deliver management consulting and blockchain solutions for government agencies and enterprises in a range of industries from finance and clean energy to real estate and supply chain. Randeep started his career as a structured products professional at BlackRock before turning to management consulting. Additionally, he was the founding member of KPMG’s blockchain practice in 2014 where he worked on helping Wall Street reconcile the impact of blockchain technology on their business models. In 2018, he relocated from New York to Singapore to help drive further blockchain innovation in Asia. Randeep holds degrees in Finance and International Business from New York University’s Stern School of Business as well as a Masters in Global Finance – which is a one-year programme for global finance executives – from HKUST-NYU.",,,Chief Operating Officer,Blockshine SG,HKUST-NYU,Global Finance
Rayner Loi,,,,,,RaynerLoi.jpg,,,"Rayner Loi is the Co-Founder and Chief Executive Officer of Lumitics, an Internet of Things (IoT) startup that leverages Business Intelligence and Big Data Analytics to empower commercial kitchens to reduce their food wastage, costs and overall environmental footprint. He is passionate about using technology to bring about scalable social and environmental impact and is eager to bring value to enterprises who share a similar belief in environmental conservation. Beyond his career, Rayner is also a current Fellow of the Kairos Society, a global community of leaders and young entrepreneurs who gather and collaborate to solve various global challenges. He has past working experience as an Analyst with the United Overseas Bank and holds a Bachelor of Science in Finance and a Minor in Entrepreneurship from the Singapore University of Social Sciences.",,,Co-Founder and Chief Executive Officer,Lumitics,Singapore University of Social Sciences,Finance and Entrepreneurship
Rina Neoh,,,,,,RinaNeoh.jpg,,,"Rina Neoh is the Co-Founder of Ficus Venture Capital. With more than 20 years of experience in both the corporate and entrepreneurship sector, Rina has delivered multi-million dollar returns for more than 80 startup companies which she had either incubated, accelerated, or scaled up across various industries. A seasoned entrepreneur and an outstanding start-up advocate in the Southeast Asia region, Rina was recognised as the Top 8 Under-40s Trailblazers by The Peak Magazine Singapore in 2017 and was a recipient of the Most Admired Leaders Award by Herald Global in 2019 – amongst various other accolades. With a proven expertise in setting up and developing innovation-driven companies across a wide range of enterprises from brick-and-mortar to technology-enabled businesses, she was instrumental in introducing two IPOs to the Australian Stock Exchange, and has helped execute complex cross-border mergers and acquisition strategies within the Asia-Pacific region. Beyond her career, Rina is also an advocate of women entrepreneurship, social entrepreneurship, educational empowerment, poverty eradication, and volunteerism.",,,Co-Founder,Ficus Venture Capital,CQUniversity,International Business
Russell Teoh,,,,,,RussellTeoh.jpg,,,"Russell Teoh is a Data Analyst at BNP Paribas, where he is part of the Business Intelligence Team of an electronic foreign exchange platform. With a wealth of experience in the Data Analytics field, Russell has managed to craft numerous self-service dashboards to enhance the analytics capabilities for businesses. Russell has also been involved in large-scale projects, such as in the development of an automated pricing solution to secure the pricing integrity of a project with a transactional volume exceeding 27 billion, which has enabled greater price transparency and built trust with clients. Prior to his current appointment, Russell was part of the Chief Operating Office Team in a Swiss Asset Management firm. He graduated from the University of Exeter and holds a Bachelor of Science in Economics and Finance. In addition, Russell is an avid audiophile and enjoys travelling and photography.",,,Data Analyst,BNP Paribas,University of Exeter,Economics and Finance
Rusydi Khairul,,,,,,RusydiKhairul.jpg,,,"Khairul Rusydi lives at the intersection of design, education technology, and youth development. He currently leads Reactor (www.reactor.school) as the co-founder and CEO. A previous SPRING Executive Development Scholar (EDS), Rusydi consulted for SMEs in the domain of human capital development and business excellence. He has previously served on the board of *SCAPE, and currently serves on the SG Youth Action Panel with MCCY. He is an Apple Professional Learning Specialist, a member of the Institute for HR Professionals (IHRP), and an alumnus of the Temasek Foundation Young Societal Leaders fellowship. ",,,Co-Founder and CEO,Reactor,Nanyang Technological University,"Chemistry and Biological Chemistry, Business (Minor)"
Ryan Pham,,,,,,RyanPham.jpg,,,"Ryan Pham is an Industry Manager at Google Singapore, where he is involved in the area of business development. With prior educational background in Information Technology from Nanyang Polytechnic, Ryan has amassed over 15 years of experience as a Growth Marketer in several well-known Singapore-based startups such as Grab, ezbuy, PropertyGuru and Wego.com. Ryan believes in the need to adapt and stay relevant amidst change. This belief led him to his current role in Google, where he views his job as a personal challenge to step beyond his comfort zone. As a leader and team builder, Ryan also values the importance of sharing his past experiences with future generations and is keen to provide others with mentorship and guidance.",,,Industry Manager,Google Singapore,Murdoch University,"Commerce, Marketing and Management"
Sabrina Koh,,,,,,SabrinaKoh.jpg,,,"Sabrina Koh is currently the Vice Dean (Fine Art Programme) at Nanyang Academy of Fine Arts. She is an educator, artist and designer based in Singapore. Her creative practice is situated between the spatial, performative and textual, where she examines the paradoxes and contradictions inherent in society. She has performed and exhibited locally and internationally in Indonesia, Thailand and Germany. Sabrina founded interdisciplinary label sabkoh (formerly known as bang.and.sew), a local art editorial initiative. Her projects and performances are largely collaborative, which informs her teaching pedagogy. She coaches and mentors young art and design graduates from the Southeast Asian region, and firmly believes the nascent stages of a creative career are the most fragile, but also embody the greatest transformative potential. Through these collaborative endeavours, Koh nurtures their individual personal and professional interests, creating entry points to reposition, shift, reflect and imagine new contexts for the society and world. A recipient of the Kwan Im Thong Hood Cho Temple, Scholarship (Postgraduate), Sabrina graduated with a Master in Contemporary Practice from University of Huddersfield, United Kingdom.",,,Vice Dean (Fine Art Programme),Nanyang Academy of Fine Arts,The University of Huddersfield,"Contemporary Practice, Fine Art"
Samuel Tan,,,,,,SamuelTan.jpg,,,"Samuel Tan is a Senior Consultant of the Climate Change and Sustainability Services (CCaSS) team at Ernst & Young. Since 2016, he has been advising organisations on their business sustainability strategies, helping them to prioritise, measure and report their key environmental, social and governance risks and opportunities. He also provides assurance services for sustainability reports and is a greenhouse gas emissions verifier for carbon tax in Singapore. Samuel is passionate about helping organisations design long-term value frameworks to better measure and value the financial and nonfinancial outcomes of their social and natural capital impact programmes. He is also an advocate of sustainable finance solutions to build a resilient economy and advance progress on the world's sustainable development goals. Samuel is pursuing his Master of Science (Environmental Management) at National University of Singapore. He previously completed his Business Sustainability Management programme at University of Cambridge Institute for Sustainability Leadership and holds a Bachelor of Accountancy from Nanyang Technological University.",,,"Senior Consultant, Climate Change and Sustainability Services",Ernst & Young,Nanyang Technological University,Accountancy
Saumya Agrawal,,,,,,SaumyaAgrawal.jpg,,,"Saumya Agrawal is a Marketing and Sales consultant at the Medella Cancer Cure Centre, an entrepreneurial venture to launch a cancer treatment centre in India. She is a marketing professional with over four years of experience in Singapore and India. With a focus in business-to-business (B2B) marketing, she has worked in three early to mid-stage tech start-ups in Singapore in the property and education industry. When she was a student, Saumya has also secured internships in firms such as Ernst & Young and Uber. Saumya holds a Bachelor of Business Management, with a double major in Finance and Marketing from the Singapore Management University. Her interests include reading and travelling, and her goal is to visit 50 countries before turning 30!",,,Marketing and Sales consultant,Medella Cancer Cure Centre,Singapore Management University,Finance and Marketing
Sheriel Chia,,,,,,SherielChia.jpg,,,"Sheriel Chia is the Chief Risk Officer at Get All Myanmar Co., a fintech making a positive social impact through Financial Inclusion. She graduated with a Bachelor in Accounting with a Second Major in Marketing from the Singapore Management University under a full university scholarship. She previously worked as a Risk Advisory consultant in Singapore and Myanmar. She undertook projects in internal audit, corporate governance, risk management and investigative audits, across industries in both the public and private sectors, in countries like China and the UK. On the personal front, her love for adventure has nurtured a sense of fearlessness and relentless passion for leading a purposeful life. She is determined to make a positive impact in her endeavours.",,,Chief Risk Officer,Get All Myanmar Co.,Singapore Management University,Accounting and Marketing
Sruthi Viswanathuni,,,,,,SruthiViswanathuni.jpg,,,"Sruthi Viswanathuni is currently the Assistant Vice President for Technology at Citibank and has worked across Equities and Private Banking businesses. She interfaces with market regulators and trading exchanges to leverage technology to scale up business benefits. As a former McKinsey & Company management consultant, she served clients across South East Asia from a plethora of industries including banking, insurance, telecommunications and advanced robotics. Her work included providing sustainable solutions to business to expand into new ventures, enable rapid digitization and strengthen their core propositions. She stands up for causes focused around gender equality and access to education. She is also extensively involved in social impact mentorship across countries. She holds a degree in Computer Engineer from Nanyang Technological University. She is also a published author, a passionate poet and an avid blogger.",,,"Assistant Vice President, Technology ",Citibank,Nanyang Technological University,"Engineering, Business (Minor)"
Suganthan Chandran,,,,,,SuganthanChandran.jpg,,,"Suganthan Chandran is an AI Data Scientist at Vulcan-AI, an enterprise AI solution provider that helps enterprises do more with less. His core competencies lie in three domains: Strategy/Investing, Engineering and Data Sciences. Previously, he worked in Yokogawa, an industrial automation MNC servicing the oil and gas sector as an analytic engineer, working on design simulation, forecasting and optimization models with Matlab, LINGO, and Yokogawa's proprietary software. Suganthan then founded a water treatment technology start-up after joining Entrepreneur First, a leading start-up incubator. Then, he was a  management consultant in EY Analytics. He graduated from the National University of Singapore with a Bachelor’s Degree in Chemical Engineering.",,,AI Data Scientist ,Vulcan-AI,National University of Singapore,Chemical Engineering
Taieun Moon,,,,,,TaieunMoon.jpg,,,"Taieun Moon is an analyst at Southeastern Asset Management - a leading value investing asset manager based in the US. He is currently in Singapore working as a generalist striving to maximize the risk-adjusted returns for the investment partners. Prior to joining Southeastern Asset Management, he interned with several other asset managers in Hong Kong and South Korea.  Taieun graduated with First Class Honours in Bachelor of Business Administration (Accounting & Finance) from The University of Hong Kong.",,,Analyst,Southeastern Asset Management,The University of Hong Kong,Business Administration (Accounting & Finance)
Tan Shuo Yan,,,,,,ShuoYanTan.jpg,,,"Shuo Yan is Manager, SEA Innovation, at Deloitte Southeast Asia, where he leads programmes & partnerships, and manages the region’s digital transformation roadmap. Previously, he was at the Institute of Innovation & Entrepreneurship of the Singapore Management University (SMU). At SMU, Shuo Yan launched and managed numerous education programmes, including the first full-fledged F&B Entrepreneurship Programme in Singapore, and Protégé Ventures, the first student venture fund in Southeast Asia. Shuo Yan has also worked at Grab, where he was one of the founding members of the Regional Public Affairs team, as well as the company’s first in-house social entrepreneur. His initiatives at Grab, including the Grab-World Bank Open Traffic Platform and GrabSchool, have won numerous accolades, including a Public Affairs Asia Gold Standard Award. Shuo Yan received a Masters of Public Administration from Columbia University’s School of International and Public Affairs, and his Bachelors from Georgetown University’s School of Foreign Service. He is a long-time grassroots volunteer, an active member of both the Georgetown and Columbia alumni communities, as well as an advisor to Access Singapore and other social initiatives.",,,"Manager, SEA Innovation",Deloitte Southeast Asia,Columbia University,Public Administration
Trisha Suresh,,,,,,TrishaSuresh.jpg,,,"Trisha Suresh is a Public Policy and Economics Manager at LinkedIn, where she builds and manages strategic policy partnerships with APAC governments and regional economic institutions. In this role, she shapes dialogue on tech policy issues and helps to inform government policies on the future of work with data insights from LinkedIn’s Economic Graph. Prior to joining LinkedIn, Trisha spent almost nine years in a consulting role with the Economist Intelligence Unit (EIU), working in Hong Kong and Singapore. At EIU, she built data-driven policy strategy and thought leadership programmes for governments, corporates and multilateral organisations. Trisha holds a Master of Public Policy (International Relations and Affairs) from the Lee Kuan Yew School of Public Policy, as well as a Bachelor of Social Science (Political Science) from the Singapore Management University.",,,Public Policy and Economics Manager,LinkedIn,Lee Kuan Yew School of Public Policy,International Relations and Affairs 
Ummi Tasfia,,,,,,TasfiaUmmi.jpg,,,"Ummi Tasfia serves as the the Platform Co-Lead of Circular Cities Asia, Asia's first innovation and knowledge accelerator for the circular economy. She is also the national lead for the Singapore edition of ClimateLaunchpad 2020, the world's largest green business competition. She is passionate about contributing as an ecosystem-builder to envision a sustainable and circular economy for the world, and doing a small part in the quest to reverse the climate crisis. Ummi is also currently leading the effort to create city chapters in Asian cities such as Singapore, Dhaka, Bangalore and Mysore. She graduated with a Bachelor of Science (Environmental Earth Systems) from Nanyang Technological University in 2019.",,,Platform Co-Lead ,Circular Cities Asia,Nanyang Technological University,Environmental Earth Systems
Victoria Ting,,,,,,VictoriaTing.jpg,,,"Victoria Ting has five years’ experience of litigation as a Deputy Public Prosecutor/State Counsel, primarily in the field of white collar criminal prosecution. Her advocacy experience has taken her before all levels of Courts in Singapore. Besides courtroom work, her job involves advising different governmental agencies and exciting investigative aspects. She has a keen interest in public international law, and has been a Singapore delegate at international forums such as the UN and the G7-Financial Action Task Force. Victoria is a great proponent of the dynamic, compelling and broad-based opportunities that public sector work presents young lawyers, and is happy to mentor anyone with a nascent interest in advocacy. She holds a Bachelor’s degree in Law (1st Class) from the University of Cambridge (St John's College), and a Master’s from Columbia Law School (Walter-Gelhorn Prize for highest academic average).",,,Deputy Public Prosecutor / State Counsel,Attorney-General's Chambers,Columbia Law School,Law
Viraj Khuthia,,,,,,VirajKhuthia.jpg,,,"Viraj Khuthia is a Full Stack Developer at Credit Suisse. An expert in the technological field, he helps to develop “Software as a Service” solutions to expose the risk platform capabilities to other internal Credit Suisse systems. Viraj has also worked at Hatcher+, where he helped to develop a robust and scalable web platform for accelerators and venture capitalists to manage their investments and start-up portfolios. Viraj’s experiences in the field have not only developed his domain knowledge but also taught him important life lessons of leadership and teamwork. Viraj holds a Master of Computing (Information Systems) from the National University of Singapore. He is also a firm believer of the 3 P's: Passion, Perfection and Patience; because he believes that if one patiently tries to attain perfection in their passion, no one can stop them from becoming a successful individual.",,,Full Stack Developer,Credit Suisse,National University of Singapore,Information Systems
Wong Hongyi,,,,,,HongyiWong.jpg,,,"Wong Hongyi is a lecturer with Singapore Polytechnic (SP), where he is involved in curriculum planning and delivery in the areas of professional communication, employability skills and design thinking. An active participant in SP's regional outreach initiatives, Hongyi has represented the polytechnic as an advisor in the Youth Model ASEAN Conference. He also served as an expedition leader in overseas community service projects and was a master facilitator in the Temasek Foundation International Specialists' Community Action and Leadership Exchange (TFI SCALE) Programme. Hongyi holds an associate faculty position with the Singapore University of Social Sciences (SUSS), where he has supervised graduating students in topics such as Singapore Film. Before teaching, Hongyi was a civil servant in the Ministry of Home Affairs and worked in strategic planning for the Central Narcotics Bureau (CNB). He holds a Bachelor's and Master's degree in Literary Studies from the National University of Singapore (NUS). ",,,Lecturer (School of Life Skills and Communication),Singapore Polytechnic (SP),National University of Singapore,Literary Studies
Wong Rui Xuan,,,,,,RuiXuanWong.jpg,,,"Wong Rui Xuan is an Executive handling Industry Relations at the NUS Centre for Future-ready Graduates. At NUS's dedicated career centre, she works with public sector employers on jobs, internships, and other initiatives to equip students with employability enhancing skills and prepare them for an evolving career beyond their first job. Her work provides useful insights on the job market, as well as resources on personal and career skills for those exploring career paths. She majored in Linguistics & Multilingual Studies at university, spending one semester on exchange in South Korea gaining insiders' perspectives.  Prior to joining NUS, she interned and worked in diverse organisations, from a study abroad startup to the Korean government trade agency's Singapore office. She hopes to use her experiences to help others, especially the youth, develop their personal value and cross-transferable skills to apply themselves to all areas of life. Rui Xuan also practices and has coached everyone from toddlers to university students in taekwondo.",,,"Executive, Industry Relations",National University of Singapore (NUS),Nanyang Technological University,Linguistics & Multilingual Studies
Yan Aik Teck,,,,,,AikTeckYan.jpg,,,"Yan Aik Teck is the Head of Digital Marketing and Partnership at NextLifeBook. Prior to his current role, Aik Teck was the Founder and Director of Gyrus Cinguli, a medical art e-commerce company that seeks to help lesser known artists earn an income by connecting their art with healthcare workers in the medical field. He was also the recipient of the Fraser & Neave Book Prize for being the best graduating student in his Life Sciences (Environmental Biology) cohort. Upon his graduation, Aik Teck chose not to pursue a career in the Life Sciences sector and instead decided to explore the e-commerce and digital marketing sector, despite not having any prior experience. With first-hand experience on making transitions between different career paths, Aik Teck hopes to offer advice for students and is keen on sharing more about the work culture in the marketing, e-commerce and startup scene.",,,Head of Digital Marketing and Partnerships,NextLifeBook,National University of Singapore,Life Sciences
Yi Ming Ng,,,,,,YiMingNg.jpg,,,"Yi Ming Ng is the Managing Partner of Tribe Accelerator, Singapore’s first government-supported Blockchain Accelerator. Tribe’s ecosystem is backed by some of the world's leading organisations including AXA, BMW Group Asia, Citibank, ConsenSys and Enterprise Singapore, among many other partners, in order to build up a neutral and hyperconnected platform to facilitate the mass adoption of blockchain technology. Tribe Accelerator has accelerated 29 companies and raised more than US$30 Million in follow on funding for its portfolio companies. The combined portfolio valuation of Tribe Accelerator companies has exceeded US$500 Million. Yi Ming also serves as an Entrepreneur in Residence at INSEAD, supporting promising MBA students with their entrepreneurship pursuits. He is also a member of the Milken Institute Young Leaders Circle. Prior to his current role, Yi Ming was also previously part of the Regional Business Analytics Team at AIG where he worked closely with Insurance experts to lead innovative data driven solutions for implementation across Asia Pacific, among other distinctions in his field. He was recently selected as a Forbes 30 Under 30 Honoree in 2020. Yi Ming holds a Bachelor of Engineering (Mechanical Engineering) from Imperial College London, where he attained First Class Honours.",,,Managing Partner ,Tribe Accelerator,Imperial College London,Mechanical Engineering
Yu Kaho,,,,,,KahoYu.jpg,,,"Dr Yu Kaho is a Senior Asia Analyst at Verisk Maplecroft, where he provides risk analysis for a wide range of global clients in the energy sector, such as those in oil and gas, renewables and mining industries. Kaho’s area of expertise focuses on the political economy, energy policy and ESG (environment, social and governance) issues of China and countries in the Asia Pacific region, and their implications on investments and global markets. Kaho used to be an academic advisor in university and understands that mentorship is important in providing skills, knowledge and support for students who may be at a crossroads when planning for their career or education path. Having also experienced tough job market conditions after his undergraduate studies during the financial crisis in 2008, and another instance after completing his PhD degree during the low oil prices season in 2015, he hopes to offer his support to the younger generation.",,,Senior Asia Analyst,Verisk Maplecroft,King's College London,International Relations and Chinese Energy Security
Kezheng Chong,,,,,,KezhengChong.jpg,,,"Kezheng Chong is Head of Artificial Intelligence (AI) Solutions at BasisAI — a marquee technology partner for enterprises seeking to adopt AI across their business and technology stack, and a company seed-funded by both Temasek and Sequoia. BasisAI offers ambitious enterprises  performant and responsible AI solutions to help businesses move to the next stage of their AI journey. With end-to-end management and development of scalable, responsible and governable AI systems, from conceptualisation to execution, BasisAI provides complete lifecycle AI solutions: from bespoke applications and its Bedrock platform through to ongoing multi-year management. Kezheng has over 10 years of experience working across the Asia-Pacific region, with particular focus on Greater China and Southeast Asia, through positions at Bain & Company, Fortune 500 top multi-national companies, and a Chinese enterprise, with revenue in USD billions. He spent 7 of those years in managerial positions, building and leading teams, driving projects, as well as engaging with senior stakeholders. Kezheng's expertise lies in business development, strategy, product management, and marketing; and his industry experience thus far includes fields as diverse as technology, real estate, retail, and management consulting. He holds both a Bachelor's and Master's degree in Economics from the University of Cambridge. ",,,Head of Artificial Intelligence Solutions,BasisAI,University of Cambridge,Economics
Natalie Goh,,,,,,NatalieGoh.jpg,,,"Natalie Goh is a marketing professional currently doing business analysis and partnership development at Singapore Press Holding's (SPH) digital investments arm. In her three years at SPH, she has held appointments in the company's media solutions division where she collaborated with sales teams to develop communication strategies using research and data, and worked on identifying new advertising opportunities such as podcasts for The Straits Times and The Business Times. Beyond these roles, Natalie has helmed leadership positions in company-wide culture transformation initiatives. A graduate from the State University of New York at Buffalo with a bachelor's degree in communications, she also enjoys developing her love for branding and sustainability in her free time through A Single Act is Cosmic.",,,Business Analyst / Partnerships,Singapore Press Holdings,State University of New York at Buffalo,Communications
Bernadette Cho,,,,,,BernadetteCho.jpg,,,"Bernadette Cho is General Manager at Entrepreneur First (EF), the world's leading technology talent investor that brings together extraordinary people to build start-ups from scratch across international cities like London, Singapore, Berlin, Hong Kong, Paris, and Bangalore. Through a $200 million fund and the backing of Reid Hoffman, Greylock Partners, Founders Fund, Mosaic Ventures and Lakestar. EF invests in individuals to find world-class co-founders; develop their ideas; and fund the deep technology businesses they create. EF has created over 200 companies, including Magic Pony Technology (acquired by Twitter), Represent (acquired by CustomInk), BloomsburyAI (acquired by Facebook), Cleo, and CloudNC. Bernadette was formerly the Chief Of Staff at Funding Societies. Prior to that, she worked at Grab as Co-Chief of Staff to a Co-Founder; and Deputy Head for Product Marketing and Grab for Work Marketing; and at LinkedIn, as Head of Product Marketing for Talent Solutions in Asia-Pacific at LinkedIn. Bernadette's first tenure in her professional journey was in management consulting, as an Associate at The Boston Consulting Group, where she worked upon graduation from the University of Melbourne with a Bachelor's degree in International Relations and Affairs. ",,,General Manager,Entrepreneur First,University of Melbourne,International Relations and Affairs 
Kimberly Koh,,,,,,KimberlyKoh.jpg,,,"Kimberly Koh is a Senior Business Analyst at McKinsey. She does strategy work in sectors ranging from retail to energy and technology. In her work, Kimberly has had the opportunity to serve clients from different parts of the world including the US, Thailand, Malaysia, Singapore and Australia. She previously interned at Credit Suisse as an Investment Banking & Capital Markets Summer Analyst, and at Ernst & Young in the Transaction Diligence team. Kimberly graduated with a BSc in Economics from the London School of Economics & Political Science.",,,Senior Business Analyst,McKinsey & Company,London School of Economics and Political Science,Economics
Naveen Sharma,,,,,,NaveenSharma.jpg,,,"Naveen Sharma is a Project Engineer, LH2 (Liquid Hydrogen) at Shell. He is currently based in London, and accountable for the day to day running of the world's first large scale export and import of liquid hydrogen from Australia to Japan. Naveen provides leadership and guidance covering all aspects of the vessel’s operations including machinery management, performance monitoring, and project budget control, consistent with National, International, Group and Company regulations and requirements. Having studied in the UK and then working in China, Spain, Singapore, London and Japan, he has been out of Singapore for 9 years now and hopes to return soon. He graduated from University of Strathclyde with a Master’s Degree in Naval Architecture and Marine Engineering.",,,Project Engineer (Liquid Hydrogen),Shell,University of Strathclyde,Naval Architecture and Marine Engineering
Fadhilah A R Z,,,,,,FadhilahAbdulRahmanZamawi.jpg,,,"Fadhilah Abdul Rahman Zamawi is the Partnerships Manager for Asia-Pacific (APAC) at Generation — a non-profit that seeks to connect education to sustainable livelihoods. In this capacity, Fadhilah manages the organisation's exciting portfolio of flagship partnerships in the APAC region, as well as catalyses the growth this portfolio. Prior to Generation, she worked as a management consultant for McKinsey & Company’s public and social sector practice, advising government agencies, multilateral organisations, and non-profit institutions on strategic planning; resource and capital allocation; and the policy and regulation domain. Fadhilah engages actively in civic and community engagement, as a founding member of The Codette Project; and the Deputy Vice President for Partners at Conjunct Consulting. She holds a Bachelor of Business Administration in Accountancy from the National University of Singapore, where she studied for and graduated from the University Scholars Programme (USP). ",,,Partnerships Manager (Asia-Pacific),Generation,National University of Singapore,Accountancy
Liow Ruo Yu,,,,,,RuoYuLiow.jpg,,,"Liow Ruo Yu is an Assistant Manager for Communications and Marketing at the Infocomm Media Development Authority (IMDA), where she works to strengthen understanding of content regulatory milestones and decisions that serve the public interest. As an Information Officer in the Public Service, Ruo Yu resonates with the goal of building a nation of connected and informed individuals and believes in a model of governance that is in touch with the ground. Prior to her secondment to IMDA, she was with the Ministry of Communications and Information’s (MCI) REACH Feedback Unit, where she was involved in communicating policies to the mass and gathering sentiments from the public as feedback for policy formulation. With a degree in Sociology from Nanyang Technological University, Ruo Yu is passionate about tackling societal issues and contributing back to the community. Having volunteered with youths-at-risk throughout her undergraduate years, she believes in the power of mentorship and hopes to develop sustainable networks to help others navigate their professional and personal lives.",,,Assistant Manager (Communications and Marketing),IMDA,Nanyang Technological University,"Sociology, Public Policy (Minor)"
Kim Yong Ng,,,,,,KimYongNg.jpg,,,"Kim Yong Ng is working in the Human Resources team at Airbnb, where he manages employee benefits and wellness programs in the Asia Pacific region and partners various business stakeholders to craft tailor-made programs aimed at attracting, retaining, and engaging employees. With a career beginning at Goldman Sachs’ Human Capital Management team, Kim Yong has developed a keen people-oriented mindset that has enabled him to solve various people-oriented issues. In the span of his career, Kim Yong has had the opportunity to travel extensively and work from overseas, and these opportunities have given him a deeper insight into various cultures around the world. He is keen on engaging students in authentic and introspective conversations and is passionate to help them navigate through their career options and guide them through the transition from school to the workplace environment.",,,APAC Benefits Lead,Airbnb,National University of Singapore,Human Resources and Marketing
Rosemarie Lim,,,,,,RosemarieLim.jpg,,,"Rosemarie Lim is a Human Resource (HR) Advisor at Shell as part of Shell's Graduate Programme, where her work spans across providing strategic and operational HR advice and support in areas of change management, talent management, international mobility and strategic HR business partnering. Prior to joining Shell, Rosemarie had a short stint at Mercer - a HR consulting firm, as a consulting analyst in their health business. In addition, she was previously a Leadership Development Intern at Organisation Solutions - a boutique consulting firm. Upon graduating from the National University of Singapore with a degree in Psychology, Rosemarie went on to pursue a Master's degree in Industrial Organisational and Business Psychology at University College London where beyond her academics, she also took up the role of an Engagement Manager in Cambridge Consulting Network (London) - a student-run consulting network. Having been very fortunate to have received good advice and support from mentors, she understands the pressure and uncertainties that students face in the final years of their university and hopes to pay it forward and offer her guidance to them.  ",,,Human Resource Advisor,Shell,University College London,Industrial and Organisational Psychology
Emil Tan,,,,,,EmilTan.jpg,,,"Emil Tan, a Consultant at the Cybersecurity Engineering Centre of the Cyber Security Agency, has experience in many cybersecurity trades, from research and development (R&D); and cybersecurity governance to risk management; compliance consultancy; and operations. At work, he road-maps emerging cybersecurity R&D projects, translates national cybersecurity R&D projects, and develops cybersecurity living labs. An impassioned contributor to the cybersecurity community, Emil founded and leads Division Zero (Div0) — a cybersecurity group promoting a vibrant cybersecurity community and ecosystem, and a safer cyberspace in Singapore; co-founded and co-organised Infosec In the City, Singapore (IICSG, or SINCON) — a techno-centric cybersecurity conference bringing together global cybersecurity leaders and experts with the community to build up next-generation cybersecurity capabilities and capacities; and spearheads the Singapore Chapter of The Honeynet Project—an international non-profit cybersecurity research organisation. In recognition of these contributions to Singapore’s cybersecurity ecosystem, he was awarded the inaugural Cybersecurity Award 2018 (Professional Category), supported by the Cybersecurity Agency of Singapore (CSA).",,,Consultant,Cybersecurity Engineering Centre (Cyber Security Agency of Singapore) ,University of London,Information Security
Chris Tan,,,,,,ChrisTan.jpg,,,"Chris Tan is a freelance consultant with over 30 years of working experience in the information technology and financial services industry with IBM. He has worked in roles spanning marketing, strategy, sales, business development, operations and even coding. His experience also includes leading teams at the country, regional and global level spanning Asia Pacific, Europe, Africa and Latin America.",,,"Head, Marketing & Business Development (APAC)",Ex-IBM,Queen's University,Computing and Information Science
